session_id,target
1,0.00021219736244870602
2,1.72344379459154e-05
3,3.411114224083503e-06
4,0.0001411789150681885
5,0.00022342355906285538
6,0.0009978871552967132
7,0.0007756791206312105
8,9.625769585503943e-06
9,0.001817946419957603
10,0.01609291904288493
11,0.00024644379741583453
12,0.0003804691411133957
13,0.0009830883346015275
14,0.4318970219882683
15,0.0012913953020673391
16,0.005231444134910631
17,0.00034737869659396173
18,0.0003783567835681362
19,8.122373750328412e-06
20,0.00010708176736912832
21,0.0012932384153723252
22,6.849440317322217e-06
23,0.001193705617179519
24,0.006890032329787089
25,0.00016069934628034643
26,1.5590644668061455e-05
27,0.003859785709791112
28,1.093630979831433e-05
29,0.0055111512198372506
30,0.0006860833165026719
31,0.019450352226652
32,0.07746786127796196
33,0.0016581375540710272
34,6.322470862147721e-05
35,0.015411757742409023
36,2.7735912271560388e-06
37,1.1128330005406503e-05
38,3.716119533794902e-05
39,0.0004436418867382863
40,0.00014023517087850604
41,0.009322576862165664
42,0.0012406874061824818
43,0.00020111400208412436
44,1.0353550304432977e-06
45,0.03030449388033812
46,0.00038015963444003727
47,0.0008879463123884595
48,5.263437200478904e-06
49,0.0006726149877338942
50,0.0008130792703649628
51,2.3523955375268303e-06
52,1.1522038622372884e-06
53,5.2495477728516303e-05
54,0.00016715882429563545
55,0.003843942309732696
56,0.0020726892800916425
57,9.900612592601632e-06
58,6.935106626524684e-05
59,7.555965263701308e-05
60,2.014124376933422e-07
61,0.0006952210606439543
62,0.003211472246741434
63,9.826081164633312e-05
64,0.007002964496206081
65,0.00032793647220566316
66,5.986781865592654e-05
67,0.0024085766989216523
68,0.0029594710631542435
69,0.00031668629965757306
70,0.0007273882446339153
71,0.0037364771151971697
72,0.0006172009013112814
73,0.13793885732569452
74,2.3051244405490678e-05
75,0.00026206502044876136
76,0.0003471465888352845
77,0.0033569311810019327
78,0.000399715745474359
79,1.9512037720415467e-06
80,0.0001604053226329732
81,7.220260369315533e-05
82,0.0013576860928783377
83,7.04020515981388e-05
84,0.040181780902856026
85,0.00017077455846338543
86,0.00018193430315434163
87,0.0007389145917310947
88,0.0009741541982087445
89,0.00177335140389931
90,0.011940305292048784
91,0.000440361955409186
92,5.230339938289141e-05
93,0.013901410039488738
94,1.2606916185501647e-05
95,0.0001416047325894775
96,2.4884000895369297e-05
97,0.005915205341215638
98,0.0008576373983078571
99,2.7018002611689358e-06
100,0.0002476110045129478
101,0.0003181984211288311
102,0.010199692816113569
103,0.00028807496880757283
104,0.0033538789783828732
105,0.0008911078662546642
106,0.0012255040085728693
107,0.005543280757008927
108,7.303568405083218e-05
109,0.00045796090648050626
110,3.655059660957839e-06
111,8.276703923878461e-06
112,7.359970913882877e-06
113,0.00250640977664175
114,0.00012584810951582652
115,5.649606371045368e-06
116,1.3001985102433665e-06
117,0.004890374521176982
118,0.00029307935547379603
119,6.33171919650789e-05
120,0.004480967575985742
121,0.00023293895188133216
122,0.0004125447934344093
123,7.987854199247003e-05
124,0.00013067493281786047
125,0.0019606080702419624
126,3.776083124451168e-05
127,1.240784399063477e-05
128,0.0025945977126422457
129,0.000537593010960628
130,0.0006798882912715944
131,0.0033266577894842087
132,0.002458596860278934
133,0.0015255105050036352
134,0.0001502421767156622
135,0.000652503003582486
136,0.00869493084892935
137,9.782168194122969e-06
138,0.003292941995413066
139,0.00012071297842628241
140,0.001235689988064388
141,8.551545627694088e-06
142,0.002078447899054238
143,0.0036108778411931587
144,0.004421884010564611
145,2.279450085036162e-05
146,0.007449838331024097
147,0.00018401702960940742
148,0.011249618468686134
149,0.003572656023974621
150,0.02659721907628513
151,0.00013522782422209845
152,0.007765946027335095
