session_id,target
1,0.010878682874255448
2,5.485314140302189e-05
3,1.917603233865813e-05
4,0.00042629524433553155
5,0.000969234607945608
6,0.005771450428391494
7,0.011175107673733269
8,0.004510362999034665
9,0.007957613485881622
10,0.08832288169293451
11,0.0013581732392076106
12,0.0012385413982671485
13,0.004027774150133321
14,0.27307576079875967
15,0.00327807210924489
16,0.010481157945329389
17,0.012661560714360323
18,0.0011107888722163848
19,0.0059801324826149116
20,0.000113610517342188
21,0.04174198722786622
22,0.00017359039203732575
23,0.0010449812461080443
24,0.008438553600148637
25,0.07946930026336273
26,0.0002088475130029481
27,0.008350636379439391
28,0.0004203041199723535
29,0.013479752157759666
30,0.002551827164418652
31,0.011447105801958143
32,0.04024548610491136
33,0.006442972876989452
34,0.0001992220532654623
35,0.008752145287424394
36,0.0014384494630821378
37,0.00011395481752828988
38,9.081641436029333e-05
39,0.002551827164418652
40,0.0008719448239048892
41,0.0068465729785093
42,0.0022371343882288367
43,0.0009732050623863621
44,0.0005944561017582553
45,0.0417834333910306
46,0.0006949300434183897
47,0.013889306794829342
48,0.0034038162569392533
49,0.0014029131253242065
50,0.0022704654150034697
51,0.00016908667254925868
52,0.0007893460229204002
53,0.02885833423620619
54,0.0024108233256590708
55,0.002680692383955499
56,0.017265626650317566
57,0.0003940293299722346
58,0.003561157100978907
59,0.0004012146009679931
60,0.0001611880096265657
61,0.0018237326462426614
62,0.014157428657264088
63,0.001786920198680547
64,0.0053717627345767375
65,0.00032883316122152756
66,0.0001454046833625588
67,0.00971399791119381
68,0.0021947314546925585
69,0.09493755070508186
70,0.004630900362627746
71,0.002821759364449385
72,0.0004012146009679931
73,0.05163359737256079
74,5.485314140302189e-05
75,0.0008502659980476476
76,0.004525200054061171
77,0.006741590907584435
78,0.005288900033376358
79,0.0012680856889664004
80,0.0007940642557669614
81,0.0025121116798038296
82,0.002931806071241697
83,0.0003450464899499824
84,0.1517101010109836
85,0.000891981309001415
86,0.00018102648170629303
87,0.008538286405600413
88,0.003657186795991362
89,0.007456890973159811
90,0.044347318594183546
91,0.002479049402458843
92,0.00029748399940842155
93,0.03327488413021753
94,0.009117249937218557
95,0.03434133008880923
96,7.752837475043342e-05
97,0.0038312152160722072
98,0.002591631406628055
99,0.0023619923412222105
100,0.0013486108086741694
101,0.007420038414301571
102,0.059340850536749375
103,0.013685309770594277
104,0.013553514926672621
105,0.0007311667256538474
106,0.004879426225870921
107,0.008876623373315067
108,0.0005109899666702961
109,0.001611651151002784
110,0.0023953391388351914
111,0.0044087844334515635
112,0.0003527650282582542
113,0.01351701571224178
114,0.0004998511528666943
115,0.005318556737537289
116,0.001305000847249219
117,0.00847941163072182
118,0.010927144802047279
119,0.00421751584752785
120,0.0033862268471546173
121,0.0013463999931322159
122,0.002551827164418652
123,0.004099708429273167
124,0.0007704112460135572
125,0.003013982546343507
126,0.00012297013255341412
127,9.491977356082994e-05
128,0.007930107045563036
129,0.006843571703017757
130,0.007707359232474518
131,0.007508751102461689
132,0.011175107673733269
133,0.002541043026163686
134,0.0009690931935089934
135,0.0006114717887042059
136,0.0053717627345767375
137,0.00766416861934229
138,0.008255025279946917
139,0.0002938178382798254
140,0.0070285291442582455
141,3.284992003337936e-05
142,0.0068428592697234395
143,0.007613814140553637
144,0.012658787985461365
145,5.485314140302189e-05
146,0.013780811626037974
147,0.009359508555332276
148,0.008655661498676536
149,0.009595992279534515
150,0.05840702931074639
151,0.0007499223076762614
152,0.016122500930492296
153,0.004462273980889082
154,0.007608366883469099
155,0.0013912221766698776
156,0.0022852355547947805
157,0.00444650631855804
158,0.0053717627345767375
159,0.00015661756604325785
160,0.002551827164418652
161,0.008186286771872532
162,0.0002482315712582081
163,0.0012611484628688309
164,0.006219862865818077
165,0.0003865987572395359
166,0.0020474999296755322
167,0.01863283895328169
168,0.009595992279534515
169,0.008233002441317437
170,0.0010433642425244642
171,0.01014102012150544
172,0.0014441762417997397
173,0.0025055520899902903
174,0.0019521290596894985
175,0.11355830548892251
176,0.007117659982878301
177,0.017112688429930894
178,8.977227082733545e-05
179,0.0008675622231071087
180,0.004625094387101691
181,0.003042438803828795
182,0.04583308491698999
183,0.0020117198696491816
184,0.0003354321173710938
185,0.00655340007791991
186,0.0018403028986641284
187,0.0008674509986766751
188,0.00013800117590594658
189,0.009672345393071515
190,0.0013104873183380917
191,0.008645849476235002
192,0.0036070500605888934
193,0.00792000783215822
194,0.028559683340894766
195,0.004997882494470206
196,4.142540732653347e-05
197,0.004911713421530459
198,0.009838431548136895
199,0.007215485720020508
200,0.0004977624489824352
201,0.0006949300434183897
202,0.02077618212657562
203,0.00012297013255341412
204,0.008523540438259931
205,0.007483243057436404
206,3.6590089772338537e-05
207,0.0036294785476366624
208,0.06123896942714267
209,0.00021049289522418282
210,0.006275846935966839
211,0.0015883064471375655
212,0.004809076867425183
213,0.0013432416348141036
214,0.014555470790768401
215,0.04904750228352641
216,0.007224052313234519
217,0.012752558970399862
218,0.008233002441317437
219,0.012366594520735904
220,0.006427280642787534
221,0.004450902627540982
222,0.002438843835632778
223,0.061392862575397424
224,0.008233002441317437
225,0.015582455626875179
226,0.006708987989065986
227,0.008416265303191063
228,0.00245010556786689
229,0.005165528534874093
230,0.005064473741344031
231,0.0009576173395587983
232,0.0026954048752450073
233,0.00272717642383009
234,0.006205243356731449
235,0.0006110224861261824
236,0.007032073432478238
237,0.009002939375502752
238,0.008782110003204816
239,0.002551827164418652
240,0.008883319926008071
241,0.0003354321173710938
242,2.32318077902902e-05
243,0.00012155388818349188
244,0.0030448503917847552
245,0.0011585575015157427
246,0.0010569576582209821
247,0.04239953637990168
248,0.00442379240848165
249,0.0004737149245736627
250,0.0017655208306745877
251,0.06900454088923841
252,0.0037149306470205864
253,0.0022963814290941635
254,0.015582455626875179
